NO_OF_FRAMES	386
NO_OF_CAMERAS	16
NO_OF_MARKERS	61
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-09-06, 20:13:53	12858.09897148
DATA_INCLUDED	3D
MARKER_NAMES	L_HEAD	R_HEAD	SGL	SJN	SXS	CV7	TV2	MAI	LV1	LV3	LV5	L_SAE	L_HUM	L_HLE	L_RSP	L_USP	L_HM2	R_SAE	R_HUM	R_HLE	R_RSP	R_USP	R_HM2	L_IAS	L_IPS	R_IPS	R_IAS	L_FTC	L_FLE	L_FME	L_FAX	L_TTC	L_FAL	L_TAM	L_FCC2	L_FCC	L_LCAL	L_FMT	L_FM5	L_FM2	L_PM6	L_FM1	L_P1MT	L_MCAL	R_FTC	R_FLE	R_FME	R_FAX	R_TTC	R_FAL	R_TAM	R_FCC2	R_FCC	R_LCAL	R_FMT	R_FM5	R_FM2	R_PM6	R_FM1	R_P1MT	R_MCAL
Frame	Time	L_HEAD X	L_HEAD Y	L_HEAD Z	R_HEAD X	R_HEAD Y	R_HEAD Z	SGL X	SGL Y	SGL Z	SJN X	SJN Y	SJN Z	SXS X	SXS Y	SXS Z	CV7 X	CV7 Y	CV7 Z	TV2 X	TV2 Y	TV2 Z	MAI X	MAI Y	MAI Z	LV1 X	LV1 Y	LV1 Z	LV3 X	LV3 Y	LV3 Z	LV5 X	LV5 Y	LV5 Z	L_SAE X	L_SAE Y	L_SAE Z	L_HUM X	L_HUM Y	L_HUM Z	L_HLE X	L_HLE Y	L_HLE Z	L_RSP X	L_RSP Y	L_RSP Z	L_USP X	L_USP Y	L_USP Z	L_HM2 X	L_HM2 Y	L_HM2 Z	R_SAE X	R_SAE Y	R_SAE Z	R_HUM X	R_HUM Y	R_HUM Z	R_HLE X	R_HLE Y	R_HLE Z	R_RSP X	R_RSP Y	R_RSP Z	R_USP X	R_USP Y	R_USP Z	R_HM2 X	R_HM2 Y	R_HM2 Z	L_IAS X	L_IAS Y	L_IAS Z	L_IPS X	L_IPS Y	L_IPS Z	R_IPS X	R_IPS Y	R_IPS Z	R_IAS X	R_IAS Y	R_IAS Z	L_FTC X	L_FTC Y	L_FTC Z	L_FLE X	L_FLE Y	L_FLE Z	L_FME X	L_FME Y	L_FME Z	L_FAX X	L_FAX Y	L_FAX Z	L_TTC X	L_TTC Y	L_TTC Z	L_FAL X	L_FAL Y	L_FAL Z	L_TAM X	L_TAM Y	L_TAM Z	L_FCC2 X	L_FCC2 Y	L_FCC2 Z	L_FCC X	L_FCC Y	L_FCC Z	L_LCAL X	L_LCAL Y	L_LCAL Z	L_FMT X	L_FMT Y	L_FMT Z	L_FM5 X	L_FM5 Y	L_FM5 Z	L_FM2 X	L_FM2 Y	L_FM2 Z	L_PM6 X	L_PM6 Y	L_PM6 Z	L_FM1 X	L_FM1 Y	L_FM1 Z	L_P1MT X	L_P1MT Y	L_P1MT Z	L_MCAL X	L_MCAL Y	L_MCAL Z	R_FTC X	R_FTC Y	R_FTC Z	R_FLE X	R_FLE Y	R_FLE Z	R_FME X	R_FME Y	R_FME Z	R_FAX X	R_FAX Y	R_FAX Z	R_TTC X	R_TTC Y	R_TTC Z	R_FAL X	R_FAL Y	R_FAL Z	R_TAM X	R_TAM Y	R_TAM Z	R_FCC2 X	R_FCC2 Y	R_FCC2 Z	R_FCC X	R_FCC Y	R_FCC Z	R_LCAL X	R_LCAL Y	R_LCAL Z	R_FMT X	R_FMT Y	R_FMT Z	R_FM5 X	R_FM5 Y	R_FM5 Z	R_FM2 X	R_FM2 Y	R_FM2 Z	R_PM6 X	R_PM6 Y	R_PM6 Z	R_FM1 X	R_FM1 Y	R_FM1 Z	R_P1MT X	R_P1MT Y	R_P1MT Z	R_MCAL X	R_MCAL Y	R_MCAL Z	
202	2.01000	565.237	489.075	1656.006	553.865	319.293	1645.222	676.171	394.791	1711.948	637.977	415.646	1412.862	678.383	413.750	1262.157	505.862	409.778	1498.319	485.321	413.682	1463.788	460.307	421.514	1327.737	511.494	416.263	1147.892	521.554	418.391	1109.963	515.028	417.275	1073.404	533.237	608.759	1471.009	462.384	646.040	1320.633	429.399	680.094	1179.235	685.027	667.010	1175.691	689.502	681.909	1109.154	755.810	692.020	1140.827	527.071	216.789	1458.753	440.923	191.611	1304.202	431.011	146.576	1167.992	687.992	163.437	1183.126	685.185	150.120	1116.188	750.929	123.070	1168.154	678.394	523.760	1012.500	512.441	456.651	1052.395	507.518	369.290	1046.187	669.172	303.718	1010.291	573.756	592.435	842.423	543.420	574.921	507.892	521.605	461.350	514.004	526.783	579.152	440.343	569.388	528.776	418.655	488.119	544.677	75.793	498.069	466.026	97.529	434.552	498.970	76.210	427.706	497.705	38.643	479.999	537.248	33.545	531.598	547.162	27.721	594.675	566.693	18.945	618.114	514.982	33.928	669.087	475.702	16.074	631.931	465.464	18.418	564.419	491.076	71.907	485.583	468.497	33.655	574.417	240.073	821.741	554.667	249.935	509.348	541.226	353.469	489.109	527.054	236.737	439.555	581.542	282.096	424.258	482.556	261.387	78.357	512.645	340.770	88.706	440.853	311.344	74.668	433.328	312.223	39.575	480.308	269.859	34.106	533.975	253.440	27.984	590.237	230.864	20.482	629.437	279.725	31.198	670.611	320.194	17.636	639.209	329.937	22.261	572.031	300.774	71.832	489.245	335.909	34.526
203	2.02000	565.115	489.081	1656.021	553.788	319.262	1645.207	676.054	394.814	1711.944	637.947	415.693	1412.848	678.339	413.804	1262.148	505.811	409.832	1498.302	485.285	413.733	1463.789	460.266	421.586	1327.726	511.500	416.338	1147.885	521.528	418.462	1109.986	515.048	417.334	1073.393	533.218	608.794	1470.999	462.397	646.140	1320.628	429.396	680.169	1179.217	685.025	667.018	1175.699	689.533	681.923	1109.167	755.824	692.046	1140.826	527.045	216.823	1458.725	440.936	191.647	1304.173	431.033	146.629	1167.951	687.995	163.530	1183.156	685.230	150.211	1116.241	750.950	123.176	1168.236	678.407	523.811	1012.489	512.476	456.708	1052.378	507.503	369.358	1046.182	669.188	303.775	1010.300	573.792	592.496	842.432	543.424	574.962	507.887	521.604	461.398	514.021	526.788	579.164	440.323	569.391	528.824	418.685	488.133	544.686	75.758	498.062	466.039	97.522	434.561	498.988	76.229	427.699	497.698	38.649	480.019	537.281	33.530	531.585	547.157	27.706	594.676	566.694	18.944	618.118	515.000	33.924	669.089	475.688	16.060	631.923	465.451	18.400	564.418	491.102	71.917	485.583	468.512	33.642	574.413	240.099	821.752	554.674	249.981	509.353	541.230	353.500	489.091	527.039	236.764	439.592	581.522	282.121	424.243	482.585	261.414	78.349	512.650	340.787	88.693	440.846	311.353	74.672	433.324	312.243	39.610	480.322	269.858	34.112	533.966	253.448	27.980	590.229	230.875	20.489	629.451	279.737	31.195	670.622	320.201	17.636	639.199	329.939	22.261	572.025	300.789	71.813	489.238	335.893	34.502
204	2.03000	564.979	489.074	1656.030	553.738	319.291	1645.182	675.945	394.861	1711.963	637.919	415.729	1412.848	678.363	413.843	1262.156	505.762	409.885	1498.284	485.232	413.783	1463.750	460.235	421.631	1327.709	511.494	416.384	1147.865	521.534	418.511	1109.962	515.031	417.381	1073.402	533.191	608.835	1471.025	462.373	646.205	1320.628	429.388	680.228	1179.206	685.032	667.067	1175.709	689.522	681.984	1109.190	755.820	692.078	1140.843	526.975	216.868	1458.717	440.913	191.695	1304.140	431.040	146.671	1167.912	688.000	163.593	1183.206	685.261	150.281	1116.268	750.955	123.261	1168.258	678.420	523.859	1012.483	512.457	456.772	1052.376	507.523	369.427	1046.189	669.180	303.819	1010.285	573.814	592.546	842.411	543.460	574.987	507.872	521.615	461.428	514.005	526.793	579.211	440.322	569.405	528.855	418.679	488.115	544.701	75.768	498.009	466.042	97.553	434.553	498.964	76.216	427.699	497.718	38.652	479.991	537.277	33.528	531.585	547.163	27.710	594.673	566.720	18.969	618.120	515.002	33.930	669.083	475.707	16.062	631.942	465.445	18.414	564.411	491.090	71.898	485.582	468.519	33.648	574.386	240.152	821.766	554.652	249.996	509.358	541.208	353.508	489.123	527.037	236.819	439.578	581.534	282.132	424.255	482.573	261.405	78.338	512.631	340.786	88.693	440.841	311.346	74.663	433.329	312.226	39.584	480.310	269.867	34.093	533.958	253.469	27.995	590.224	230.881	20.487	629.439	279.737	31.206	670.609	320.188	17.638	639.215	329.927	22.257	572.025	300.789	71.813	489.250	335.906	34.523
205	2.04000	564.835	489.128	1656.060	553.663	319.302	1645.161	675.816	394.887	1711.978	637.888	415.781	1412.880	678.321	413.901	1262.175	505.690	409.928	1498.286	485.180	413.808	1463.745	460.214	421.713	1327.692	511.459	416.453	1147.877	521.518	418.583	1109.957	515.060	417.465	1073.387	533.132	608.894	1471.026	462.335	646.258	1320.634	429.376	680.289	1179.243	685.001	667.122	1175.724	689.518	682.046	1109.220	755.797	692.144	1140.877	526.923	216.925	1458.688	440.881	191.754	1304.113	431.033	146.733	1167.875	687.984	163.662	1183.227	685.282	150.320	1116.296	750.976	123.325	1168.315	678.425	523.916	1012.488	512.496	456.826	1052.366	507.516	369.481	1046.193	669.174	303.858	1010.287	573.814	592.596	842.419	543.455	575.013	507.865	521.606	461.459	514.017	526.804	579.244	440.309	569.405	528.874	418.664	488.113	544.719	75.781	498.060	466.064	97.527	434.564	499.018	76.222	427.706	497.709	38.652	480.020	537.295	33.545	531.594	547.165	27.704	594.684	566.696	18.965	618.114	515.007	33.935	669.088	475.691	16.079	631.926	465.456	18.414	564.411	491.087	71.903	485.585	468.512	33.646	574.402	240.203	821.760	554.665	250.033	509.374	541.224	353.562	489.094	527.036	236.835	439.594	581.540	282.157	424.260	482.575	261.433	78.342	512.632	340.797	88.691	440.861	311.378	74.676	433.309	312.231	39.604	480.312	269.877	34.092	533.967	253.460	28.014	590.221	230.875	20.490	629.444	279.743	31.199	670.619	320.199	17.642	639.217	329.950	22.271	572.041	300.802	71.805	489.261	335.921	34.506
206	2.05000	564.727	489.131	1656.060	553.566	319.287	1645.148	675.719	394.908	1712.003	637.826	415.803	1412.878	678.315	413.923	1262.197	505.620	409.978	1498.257	485.145	413.881	1463.704	460.181	421.767	1327.669	511.460	416.521	1147.857	521.526	418.643	1109.965	515.050	417.514	1073.396	533.089	608.921	1471.049	462.306	646.299	1320.656	429.347	680.347	1179.231	684.990	667.200	1175.734	689.476	682.127	1109.236	755.779	692.230	1140.890	526.839	216.987	1458.676	440.826	191.814	1304.077	431.015	146.803	1167.841	687.968	163.739	1183.258	685.261	150.399	1116.316	750.949	123.388	1168.365	678.438	523.954	1012.482	512.476	456.890	1052.374	507.513	369.535	1046.172	669.161	303.904	1010.300	573.825	592.650	842.396	543.453	575.038	507.859	521.602	461.515	514.023	526.803	579.287	440.300	569.401	528.906	418.654	488.113	544.725	75.774	498.048	466.047	97.526	434.567	499.007	76.216	427.715	497.710	38.644	480.015	537.278	33.535	531.567	547.171	27.700	594.676	566.696	18.929	618.104	514.989	33.919	669.083	475.691	16.084	631.922	465.449	18.419	564.404	491.113	71.909	485.569	468.532	33.650	574.407	240.243	821.743	554.630	250.078	509.368	541.222	353.583	489.111	527.032	236.872	439.594	581.522	282.211	424.239	482.577	261.445	78.366	512.646	340.804	88.688	440.852	311.370	74.689	433.335	312.252	39.593	480.321	269.881	34.111	533.956	253.466	28.006	590.233	230.894	20.490	629.448	279.748	31.204	670.620	320.193	17.649	639.198	329.938	22.269	572.023	300.797	71.826	489.252	335.910	34.509
207	2.06000	564.592	489.113	1656.088	553.474	319.299	1645.130	675.572	394.915	1712.016	637.768	415.837	1412.891	678.278	413.986	1262.220	505.569	410.031	1498.237	485.076	413.918	1463.703	460.171	421.826	1327.642	511.462	416.569	1147.843	521.517	418.699	1109.961	515.032	417.546	1073.393	533.020	608.951	1471.065	462.245	646.340	1320.659	429.322	680.412	1179.262	684.947	667.285	1175.771	689.443	682.231	1109.259	755.723	692.336	1140.934	526.742	217.037	1458.655	440.773	191.875	1304.036	430.976	146.868	1167.796	687.920	163.791	1183.279	685.238	150.473	1116.324	750.931	123.456	1168.387	678.435	524.005	1012.493	512.508	456.927	1052.352	507.490	369.619	1046.170	669.143	303.933	1010.276	573.833	592.699	842.397	543.459	575.098	507.863	521.577	461.566	514.015	526.807	579.320	440.301	569.390	528.928	418.665	488.138	544.728	75.769	498.047	466.068	97.535	434.568	499.039	76.205	427.717	497.719	38.632	480.014	537.291	33.538	531.578	547.186	27.700	594.660	566.709	18.954	618.120	514.992	33.918	669.084	475.688	16.084	631.934	465.456	18.412	564.413	491.102	71.918	485.595	468.515	33.658	574.376	240.265	821.782	554.665	250.099	509.375	541.213	353.631	489.107	527.030	236.884	439.602	581.521	282.246	424.238	482.554	261.435	78.358	512.648	340.816	88.695	440.854	311.379	74.660	433.323	312.251	39.601	480.321	269.889	34.123	533.975	253.467	28.026	590.225	230.889	20.501	629.449	279.743	31.210	670.623	320.182	17.634	639.209	329.934	22.268	572.047	300.788	71.818	489.244	335.933	34.516
208	2.07000	564.467	489.140	1656.120	553.383	319.317	1645.097	675.456	394.954	1712.016	637.706	415.902	1412.903	678.228	414.020	1262.257	505.490	410.067	1498.231	485.002	413.967	1463.689	460.123	421.899	1327.638	511.436	416.648	1147.830	521.470	418.763	1109.962	515.026	417.638	1073.406	532.975	608.991	1471.066	462.191	646.369	1320.675	429.253	680.464	1179.280	684.877	667.359	1175.792	689.384	682.383	1109.327	755.685	692.441	1140.952	526.652	217.094	1458.646	440.694	191.946	1304.018	430.928	146.932	1167.771	687.887	163.861	1183.294	685.189	150.514	1116.334	750.896	123.509	1168.399	678.445	524.046	1012.499	512.475	456.989	1052.362	507.503	369.659	1046.166	669.134	303.984	1010.287	573.841	592.760	842.407	543.467	575.143	507.871	521.569	461.603	513.999	526.810	579.357	440.291	569.400	528.984	418.673	488.112	544.745	75.787	498.052	466.082	97.540	434.565	499.035	76.217	427.704	497.738	38.653	480.012	537.302	33.537	531.588	547.174	27.712	594.677	566.708	18.943	618.116	514.995	33.934	669.078	475.696	16.066	631.912	465.463	18.414	564.401	491.104	71.926	485.565	468.529	33.665	574.360	240.339	821.765	554.641	250.129	509.392	541.211	353.630	489.096	527.021	236.935	439.604	581.529	282.273	424.261	482.580	261.441	78.382	512.664	340.824	88.698	440.836	311.400	74.654	433.317	312.272	39.624	480.312	269.890	34.125	533.977	253.474	28.030	590.225	230.888	20.505	629.446	279.750	31.203	670.627	320.199	17.649	639.208	329.941	22.264	572.040	300.848	71.807	489.268	335.917	34.491
209	2.08000	564.320	489.153	1656.127	553.270	319.337	1645.086	675.342	394.990	1712.042	637.654	415.929	1412.905	678.210	414.040	1262.250	505.411	410.129	1498.191	484.926	414.018	1463.661	460.090	421.950	1327.617	511.457	416.697	1147.831	521.469	418.817	1109.948	515.012	417.672	1073.384	532.921	609.038	1471.081	462.124	646.405	1320.675	429.199	680.507	1179.273	684.823	667.479	1175.841	689.328	682.492	1109.352	755.603	692.593	1141.008	526.531	217.143	1458.628	440.628	192.025	1303.975	430.861	146.999	1167.751	687.807	163.914	1183.295	685.114	150.595	1116.369	750.819	123.564	1168.441	678.434	524.098	1012.498	512.466	457.047	1052.356	507.488	369.701	1046.181	669.120	304.027	1010.278	573.863	592.824	842.401	543.463	575.171	507.862	521.578	461.633	514.036	526.811	579.405	440.283	569.386	528.998	418.679	488.121	544.744	75.762	498.040	466.090	97.539	434.565	499.025	76.206	427.711	497.740	38.633	480.014	537.309	33.523	531.587	547.180	27.702	594.675	566.715	18.961	618.121	515.009	33.922	669.094	475.695	16.074	631.927	465.454	18.417	564.401	491.103	71.898	485.577	468.529	33.646	574.358	240.389	821.767	554.630	250.167	509.388	541.197	353.683	489.108	527.008	236.943	439.616	581.529	282.281	424.280	482.569	261.459	78.378	512.669	340.832	88.686	440.852	311.402	74.690	433.326	312.249	39.601	480.317	269.887	34.138	533.965	253.465	28.006	590.225	230.891	20.483	629.425	279.739	31.207	670.612	320.205	17.660	639.214	329.935	22.268	572.051	300.816	71.792	489.268	335.953	34.529
210	2.09000	564.184	489.171	1656.139	553.155	319.360	1645.070	675.197	395.016	1712.043	637.586	415.970	1412.938	678.155	414.079	1262.269	505.331	410.167	1498.189	484.861	414.064	1463.641	460.040	422.025	1327.584	511.421	416.762	1147.818	521.431	418.874	1109.961	514.994	417.728	1073.381	532.843	609.076	1471.071	462.054	646.447	1320.696	429.113	680.566	1179.300	684.761	667.601	1175.870	689.242	682.593	1109.397	755.525	692.728	1141.048	526.440	217.177	1458.611	440.524	192.077	1303.964	430.791	147.069	1167.690	687.747	163.974	1183.319	685.061	150.621	1116.387	750.743	123.625	1168.455	678.409	524.141	1012.504	512.448	457.106	1052.376	507.464	369.763	1046.176	669.097	304.075	1010.277	573.838	592.860	842.405	543.470	575.202	507.844	521.560	461.663	514.001	526.815	579.404	440.253	569.371	529.029	418.647	488.110	544.759	75.774	498.051	466.087	97.545	434.562	499.044	76.207	427.715	497.733	38.629	480.005	537.315	33.527	531.593	547.184	27.708	594.668	566.715	18.926	618.115	515.005	33.934	669.079	475.689	16.076	631.920	465.448	18.401	564.396	491.124	71.936	485.580	468.544	33.658	574.348	240.427	821.770	554.644	250.185	509.394	541.204	353.699	489.074	527.022	236.955	439.623	581.512	282.327	424.256	482.584	261.452	78.375	512.643	340.824	88.687	440.857	311.419	74.689	433.321	312.259	39.597	480.319	269.907	34.129	533.978	253.479	28.026	590.222	230.891	20.513	629.454	279.741	31.218	670.633	320.195	17.631	639.220	329.943	22.261	572.062	300.838	71.785	489.268	335.926	34.493
211	2.10000	564.035	489.175	1656.115	553.029	319.356	1645.042	675.056	395.041	1712.070	637.490	415.997	1412.938	678.104	414.136	1262.287	505.251	410.219	1498.164	484.771	414.116	1463.620	459.974	422.079	1327.555	511.368	416.844	1147.835	521.412	418.936	1109.948	514.950	417.813	1073.408	532.783	609.139	1471.097	461.982	646.493	1320.731	429.013	680.604	1179.308	684.666	667.718	1175.901	689.193	682.688	1109.411	755.428	692.895	1141.112	526.328	217.240	1458.573	440.441	192.146	1303.925	430.703	147.156	1167.654	687.637	164.013	1183.314	684.968	150.685	1116.362	750.642	123.685	1168.484	678.398	524.189	1012.513	512.407	457.158	1052.361	507.426	369.814	1046.179	669.071	304.128	1010.277	573.828	592.915	842.386	543.432	575.214	507.824	521.570	461.713	514.033	526.808	579.440	440.256	569.377	529.058	418.657	488.114	544.758	75.753	498.053	466.088	97.532	434.544	499.049	76.207	427.693	497.749	38.627	480.002	537.316	33.522	531.576	547.171	27.677	594.680	566.705	18.929	618.109	515.003	33.923	669.077	475.688	16.076	631.916	465.466	18.423	564.406	491.120	71.919	485.566	468.531	33.651	574.304	240.481	821.773	554.635	250.229	509.374	541.210	353.733	489.092	527.020	237.000	439.619	581.528	282.319	424.273	482.587	261.463	78.374	512.635	340.832	88.670	440.856	311.431	74.684	433.329	312.292	39.617	480.322	269.899	34.117	533.979	253.470	28.017	590.232	230.891	20.488	629.450	279.750	31.199	670.628	320.195	17.638	639.216	329.932	22.262	572.063	300.840	71.805	489.257	335.939	34.488
212	2.11000	563.876	489.170	1656.145	552.925	319.396	1645.030	674.919	395.066	1712.063	637.418	416.026	1412.935	678.032	414.170	1262.296	505.164	410.245	1498.151	484.701	414.154	1463.598	459.892	422.115	1327.552	511.364	416.882	1147.792	521.388	418.986	1109.921	514.944	417.856	1073.372	532.682	609.151	1471.099	461.899	646.547	1320.733	428.939	680.663	1179.325	684.555	667.823	1175.954	689.108	682.804	1109.460	755.314	693.064	1141.169	526.238	217.276	1458.562	440.344	192.213	1303.887	430.598	147.226	1167.621	687.550	164.076	1183.322	684.875	150.748	1116.370	750.544	123.715	1168.447	678.374	524.238	1012.513	512.393	457.228	1052.371	507.414	369.879	1046.167	669.045	304.174	1010.273	573.810	592.947	842.402	543.466	575.266	507.817	521.544	461.749	514.016	526.806	579.466	440.236	569.363	529.057	418.644	488.129	544.763	75.736	498.036	466.102	97.542	434.562	499.040	76.194	427.707	497.747	38.620	480.009	537.305	33.512	531.586	547.183	27.686	594.673	566.720	18.928	618.114	515.011	33.922	669.081	475.694	16.072	631.916	465.450	18.428	564.414	491.138	71.919	485.566	468.529	33.661	574.312	240.512	821.791	554.641	250.254	509.390	541.214	353.758	489.074	527.019	237.011	439.620	581.520	282.367	424.253	482.596	261.470	78.372	512.658	340.853	88.655	440.848	311.424	74.677	433.328	312.265	39.592	480.321	269.915	34.117	533.983	253.467	28.027	590.231	230.892	20.496	629.455	279.746	31.199	670.633	320.197	17.636	639.208	329.923	22.255	572.052	300.850	71.782	489.260	335.941	34.497
213	2.12000	563.720	489.195	1656.135	552.785	319.403	1645.015	674.750	395.117	1712.053	637.335	416.073	1412.920	677.986	414.199	1262.289	505.088	410.282	1498.134	484.615	414.190	1463.591	459.829	422.183	1327.511	511.316	416.931	1147.785	521.336	419.029	1109.917	514.892	417.930	1073.373	532.616	609.198	1471.102	461.802	646.581	1320.758	428.835	680.715	1179.347	684.459	667.937	1176.010	689.012	682.915	1109.502	755.188	693.236	1141.234	526.127	217.313	1458.547	440.226	192.285	1303.882	430.494	147.312	1167.600	687.454	164.135	1183.322	684.769	150.803	1116.369	750.404	123.746	1168.502	678.349	524.293	1012.518	512.371	457.283	1052.355	507.363	369.951	1046.180	669.017	304.228	1010.274	573.781	593.006	842.364	543.451	575.278	507.829	521.538	461.791	514.021	526.813	579.498	440.247	569.351	529.104	418.635	488.120	544.773	75.736	498.031	466.106	97.524	434.550	499.061	76.200	427.698	497.752	38.633	479.994	537.315	33.501	531.577	547.172	27.674	594.690	566.689	18.938	618.116	515.008	33.910	669.067	475.698	16.069	631.925	465.460	18.414	564.404	491.124	71.915	485.565	468.538	33.654	574.301	240.564	821.775	554.639	250.294	509.391	541.208	353.796	489.087	527.029	237.043	439.636	581.504	282.406	424.253	482.582	261.478	78.380	512.652	340.871	88.683	440.859	311.414	74.661	433.343	312.294	39.597	480.321	269.903	34.125	533.978	253.478	28.034	590.217	230.900	20.502	629.458	279.755	31.191	670.644	320.191	17.633	639.218	329.942	22.272	572.057	300.848	71.812	489.261	335.954	34.499
214	2.13000	563.585	489.225	1656.139	552.668	319.396	1645.016	674.616	395.116	1712.054	637.242	416.080	1412.929	677.921	414.200	1262.312	504.968	410.298	1498.140	484.522	414.225	1463.565	459.785	422.226	1327.490	511.248	416.991	1147.783	521.314	419.074	1109.910	514.849	417.968	1073.373	532.522	609.227	1471.116	461.725	646.613	1320.779	428.762	680.761	1179.377	684.358	668.038	1176.045	688.904	683.024	1109.547	755.065	693.406	1141.307	526.022	217.363	1458.536	440.115	192.370	1303.869	430.371	147.395	1167.568	687.328	164.173	1183.334	684.659	150.834	1116.363	750.278	123.765	1168.481	678.308	524.362	1012.552	512.328	457.322	1052.337	507.345	369.999	1046.142	668.981	304.280	1010.287	573.774	593.044	842.379	543.396	575.304	507.800	521.531	461.802	514.043	526.802	579.539	440.231	569.351	529.133	418.656	488.103	544.756	75.736	498.038	466.096	97.534	434.563	499.045	76.171	427.699	497.749	38.630	480.004	537.325	33.503	531.563	547.178	27.674	594.666	566.715	18.948	618.110	515.001	33.921	669.074	475.688	16.065	631.903	465.449	18.425	564.384	491.118	71.920	485.563	468.539	33.648	574.266	240.603	821.784	554.626	250.306	509.404	541.198	353.809	489.082	527.038	237.070	439.636	581.529	282.419	424.265	482.587	261.463	78.385	512.670	340.868	88.662	440.846	311.427	74.662	433.335	312.294	39.589	480.317	269.900	34.122	533.965	253.486	28.029	590.218	230.897	20.491	629.453	279.747	31.207	670.632	320.195	17.641	639.216	329.942	22.256	572.046	300.825	71.793	489.256	335.934	34.486
215	2.14000	563.416	489.255	1656.166	552.529	319.434	1644.987	674.456	395.157	1712.068	637.157	416.107	1412.930	677.871	414.273	1262.305	504.868	410.338	1498.119	484.425	414.244	1463.572	459.696	422.279	1327.496	511.182	417.027	1147.802	521.263	419.134	1109.873	514.844	418.025	1073.351	532.425	609.240	1471.140	461.611	646.640	1320.811	428.624	680.817	1179.402	684.257	668.138	1176.084	688.772	683.155	1109.575	754.941	693.577	1141.367	525.898	217.390	1458.527	439.999	192.458	1303.849	430.229	147.492	1167.561	687.199	164.203	1183.345	684.541	150.858	1116.361	750.158	123.785	1168.479	678.257	524.406	1012.548	512.281	457.397	1052.349	507.306	370.063	1046.141	668.937	304.332	1010.274	573.749	593.096	842.358	543.445	575.368	507.815	521.552	461.849	514.029	526.802	579.568	440.233	569.355	529.176	418.635	488.119	544.763	75.733	498.040	466.130	97.538	434.537	499.069	76.170	427.700	497.757	38.634	480.004	537.326	33.487	531.577	547.189	27.679	594.670	566.712	18.931	618.117	514.996	33.922	669.076	475.689	16.075	631.923	465.458	18.423	564.394	491.117	71.913	485.562	468.549	33.650	574.261	240.647	821.782	554.628	250.353	509.383	541.201	353.847	489.088	527.007	237.088	439.626	581.502	282.452	424.269	482.591	261.468	78.396	512.661	340.841	88.651	440.842	311.442	74.669	433.343	312.302	39.594	480.319	269.906	34.125	533.976	253.485	28.031	590.207	230.892	20.496	629.439	279.743	31.203	670.629	320.199	17.640	639.231	329.949	22.244	572.037	300.853	71.824	489.262	335.966	34.485
216	2.15000	563.243	489.235	1656.127	552.402	319.441	1644.967	674.298	395.145	1712.074	637.072	416.162	1412.946	677.753	414.316	1262.302	504.771	410.370	1498.117	484.334	414.298	1463.562	459.610	422.333	1327.489	511.136	417.077	1147.767	521.211	419.184	1109.884	514.741	418.062	1073.355	532.346	609.270	1471.143	461.526	646.678	1320.847	428.534	680.886	1179.455	684.131	668.263	1176.126	688.644	683.300	1109.618	754.795	693.726	1141.431	525.793	217.432	1458.514	439.878	192.521	1303.832	430.093	147.593	1167.549	687.061	164.224	1183.341	684.403	150.920	1116.346	749.993	123.829	1168.474	678.210	524.448	1012.563	512.227	457.433	1052.337	507.234	370.095	1046.143	668.884	304.369	1010.309	573.723	593.139	842.382	543.418	575.390	507.815	521.515	461.874	514.043	526.800	579.596	440.230	569.364	529.179	418.631	488.128	544.775	75.727	498.051	466.121	97.518	434.542	499.073	76.175	427.715	497.759	38.619	480.002	537.325	33.491	531.574	547.194	27.696	594.671	566.711	18.926	618.105	515.003	33.931	669.077	475.682	16.078	631.902	465.463	18.433	564.393	491.152	71.935	485.565	468.532	33.680	574.205	240.677	821.782	554.615	250.365	509.405	541.187	353.853	489.074	527.033	237.133	439.640	581.498	282.474	424.265	482.579	261.487	78.390	512.649	340.863	88.658	440.846	311.432	74.651	433.325	312.319	39.593	480.299	269.910	34.134	533.971	253.489	28.036	590.220	230.913	20.508	629.451	279.754	31.200	670.628	320.188	17.655	639.223	329.948	22.274	572.044	300.879	71.809	489.262	335.942	34.482
